DEPTH_WMSF (m),HSGR (gAPI),HCGR (gAPI),HFK (%),HTHO (ppm),HURA (ppm),HBHK (%),IDPH (ohmm),IMPH (ohmm),SFLU (ohmm),RHOM (g/cm3),DRH (g/cm3),PEFL (barns/e-),NRHB (g/cm3),APLC (%),STOF (in),SIGF (cu),AFEC (cps),ANEC (cps),IMAGE_ID,ROCK_CLASS
336.352,25.5001,12.0326,0.4201,1.3953,1.7429,0.0054,1.67,1.6829,1.6349,2.1485,0.0197,4.0666,2.1485,36.3908,0.2856,19.4178,615.1968,2646.7773,10008_1194B,Grainstone
336.5044,26.4981,12.4113,0.4408,1.3956,1.8139,0.0054,1.6766,1.6908,1.6434,2.1494,0.0182,4.1306,2.1494,36.226,0.3054,19.4289,584.0377,2695.927,10014_1194B,Grainstone
336.6568,28.2556,13.1432,0.481,1.3949,1.9228,0.0054,1.6855,1.6903,1.6073,2.1338,0.0137,4.0982,2.1338,37.2321,0.2413,19.8917,569.2117,2661.9463,10020_1194B,Grainstone
336.8092,29.603,13.5702,0.4879,1.4909,2.0334,0.0054,1.696,1.6897,1.5853,2.1241,0.0112,4.0658,2.1241,38.4942,0.1298,19.7511,583.4954,2657.9885,10026_1194B,Grainstone
336.9616,31.0943,14.977,0.5395,1.64,2.0638,0.0054,1.7138,1.6984,1.6087,2.1265,0.0111,4.2324,2.1265,38.0959,0.0727,20.1717,596.0675,2709.124,10032_1194B,Grainstone
337.114,33.2296,15.8351,0.5412,1.9047,2.1792,0.0054,1.7269,1.7192,1.6286,2.1283,0.011,4.2971,2.1283,38.0694,0.0088,20.3233,588.5,2700.5,10038_1194B,Grainstone
337.2664,32.7069,14.2893,0.4817,1.7579,2.2913,0.0054,1.7334,1.7446,1.6662,2.13,0.0096,4.4898,2.13,38.0173,0.0554,19.9418,589.7143,2703.5,10044_1194B,Grainstone
337.4188,30.5263,13.0829,0.4245,1.7061,2.2036,0.0054,1.7477,1.7705,1.7108,2.1337,0.0101,4.5602,2.1337,37.7195,0.0043,19.3138,567.5,2730,10050_1194B,Grainstone
337.5712,27.3481,11.4492,0.3727,1.4863,1.9612,0.0054,1.7651,1.7912,1.7359,2.1453,0.014,4.5716,2.1453,36.3615,0.0497,19.3294,587,2696,10056_1194B,Grainstone
337.7236,27.174,10.2837,0.3692,1.1332,2.0681,0.0054,1.7721,1.8032,1.7542,2.155,0.0163,4.4717,2.155,36.1749,0.0422,18.9501,600,2750,10062_1194B,Grainstone
337.876,27.4732,9.8419,0.3419,1.1519,2.1663,0.0054,1.7869,1.807,1.7111,2.1643,0.0201,4.2113,2.1643,35.3216,0.0542,18.4277,593.5,2735,10068_1194B,Grainstone
338.0284,28.3705,9.468,0.3296,1.1036,2.2971,0.0054,1.8022,1.8067,1.6869,2.1667,0.0198,4.1911,2.1667,36.1635,-999.25,18.0847,581.5,2684.5715,10074_1194B,Grainstone
338.1808,29.5883,10.3103,0.3548,1.2264,2.3093,0.0054,1.8062,1.8067,1.6891,2.1771,0.0174,4.2167,2.1771,34.1235,0.0462,17.8067,590,2664,10080_1194B,Grainstone
338.3332,30.5942,10.3244,0.3575,1.2151,2.4335,0.0054,1.8055,1.8071,1.711,2.1905,0.0143,4.3169,2.1862,33.537,0.0616,17.2444,617.5,2729.5,10086_1194B,Grainstone
338.4856,31.4945,11.1393,0.3699,1.4034,2.448,0.0054,1.8013,1.8038,1.7303,2.2043,0.0134,4.3126,2.2115,33.2491,0.0699,16.5785,626.3893,2757.0569,10092_1194B,Grainstone
338.638,31.1841,10.7093,0.3421,1.4289,2.4904,0.0054,1.7984,1.7939,1.7432,2.2104,0.0132,4.138,2.2206,33.3719,0.0745,16.3961,608.3314,2749.999,10098_1194B,Grainstone
338.7904,30.9878,10.5678,0.3396,1.3979,2.4845,0.0054,1.7954,1.7782,1.7415,2.2042,0.0144,4.0643,2.2078,33.2778,0.0878,16.5681,599.6185,2773.6714,10104_1194B,Grainstone
338.9428,30.0533,10.5073,0.3347,1.4073,2.3773,0.0054,1.789,1.7603,1.7121,2.1888,0.0153,4.1234,2.1888,33.5846,0.1417,16.7302,592.1629,2717.2332,10110_1194B,Grainstone
339.0952,28.5353,10.0997,0.3267,1.3235,2.2194,0.0054,1.7783,1.7438,1.6766,2.1705,0.0171,4.3015,2.1705,34.2929,0.1988,17.0057,575.4893,2655.749,10116_1194B,Grainstone
339.2476,26.9832,9.3782,0.3176,1.1454,2.1138,0.0054,1.767,1.7299,1.6496,2.1556,0.0238,4.4776,2.1556,34.8654,0.2451,17.4773,566.1647,2644.7158,10122_1194B,Grainstone
339.4,25.7579,8.6792,0.2997,1.0266,2.1057,0.0054,1.7563,1.7165,1.6281,2.1466,0.0395,4.4898,2.1466,35.1521,0.3047,17.9451,576.2782,2649.8843,10128_1194B,Grainstone
339.5524,25.3378,8.1759,0.285,0.9515,2.1249,0.0054,1.7358,1.7001,1.6218,2.142,0.0634,4.3447,2.142,35.7816,0.3736,18.2642,570.8893,2690.5571,10134_1194B,Grainstone
339.7048,25.3695,8.1379,0.2818,0.9577,2.1336,0.0054,1.7,1.6792,1.6258,2.1426,0.0887,4.2261,2.1426,36.3672,0.5229,18.3319,562,2655,10140_1194B,Grainstone
339.8572,24.9452,8.5141,0.3028,0.9556,2.0436,0.0054,1.6724,1.6546,1.6255,2.1511,0.1232,4.0509,2.1511,39.4912,0.5103,18.7738,549.5,2537.5,10146_1194B,Grainstone
340.0096,24.3936,7.9433,0.2736,0.9438,2.0688,0.0054,1.6576,1.6353,1.5866,2.169,0.1511,4.0607,2.169,37.4537,0.6643,18.4714,524.5,2563,10152_1194B,Grainstone
340.162,25.1666,8.6689,0.2807,1.1344,2.0566,0.0054,1.6369,1.6242,1.5086,2.1728,0.1667,4.0048,2.1728,38.8154,0.5718,18.5259,525,2537,10158_1194B,Grainstone
340.3144,25.4784,9.1703,0.2969,1.1998,2.0622,0.0054,1.6191,1.6192,1.4953,2.1675,0.1623,4.0868,2.1675,40.2911,0.5171,18.2176,524.5,2543.5,10164_1194B,Grainstone
340.4668,24.8273,8.3759,0.2649,1.1327,2.0624,0.0054,1.6147,1.6172,1.4753,2.1471,0.1446,4.063,2.1471,42.4523,0.421,18.2613,528,2672.5715,10170_1194B,Grainstone
340.6192,24.2567,7.6114,0.2297,1.0939,2.1027,0.0054,1.6171,1.6208,1.4496,2.13,0.123,4.1095,2.13,42.6157,0.3656,17.907,549.5,2608.5,10176_1194B,Grainstone
340.7716,24.7751,7.1316,0.2197,0.9992,2.2308,0.0054,1.629,1.6358,1.465,2.1246,0.1075,3.9669,2.1246,40.6162,0.4726,17.9982,557.1429,2635.5,10182_1194B,Grainstone
340.924,25.4217,6.9849,0.2185,0.959,2.344,0.0054,1.6439,1.6643,1.491,2.1314,0.0911,3.9859,2.1314,36.0999,0.6283,17.7352,542.5,2605.5,10188_1194B,Grainstone
341.0764,24.9733,7.5288,0.211,1.1767,2.1555,0.0054,1.6573,1.701,1.592,2.1425,0.0791,3.9774,2.1425,36.6846,0.5119,18.6747,557.5,2565,10194_1194B,Grainstone
341.2288,25.0402,7.7093,0.2128,1.2242,2.1903,0.0054,1.6748,1.7352,1.7075,2.1565,0.0715,4.0502,2.1565,36.08,0.4195,18.423,553.5,2652,10200_1194B,Grainstone
341.3812,24.5902,7.9702,0.2301,1.2066,2.0677,0.0054,1.6995,1.7571,1.7088,2.1615,0.0665,4.0856,2.1615,35.8729,0.4461,18.6944,576.5,2684,10206_1194B,Grainstone
341.5336,25.1701,8.9145,0.2323,1.4958,2.031,0.0054,1.7368,1.7671,1.6893,2.1592,0.0613,4.1656,2.1592,39.6467,0.242,19.0562,581.5,2671,10212_1194B,Grainstone
341.686,24.0812,8.9257,0.2426,1.4388,1.9113,0.0054,1.7616,1.7759,1.6273,2.1515,0.0501,4.2013,2.1515,39.8756,0.1729,19.1698,571,2621.1428,10218_1194B,Grainstone
341.8384,24.4209,8.3946,0.2236,1.38,2.0498,0.0054,1.7792,1.7935,1.6176,2.1468,0.0392,4.293,2.1468,37.201,0.1895,19.0081,576,2647,10224_1194B,Grainstone
341.9908,24.0045,7.8515,0.2172,1.2441,2.0281,0.0054,1.7957,1.8216,1.6501,2.1407,0.0232,4.2693,2.1407,35.4973,0.1983,19.1638,572.5,2654.8572,10230_1194B,Grainstone
342.1432,24.1486,8.2046,0.2193,1.3447,2.0171,0.0054,1.8068,1.8542,1.6862,2.1424,0.0138,4.2261,2.1424,36.2078,0.1159,19.3906,586.8571,2570,10236_1194B,Grainstone
342.2956,25.0649,9.5792,0.2737,1.4667,1.9302,0.0054,1.815,1.8808,1.7253,2.1465,0.0061,4.0321,2.1921,36.7961,0.0651,19.2391,569.7143,2648.5,10242_1194B,Grainstone
342.448,24.9084,10.2836,0.2791,1.6607,1.797,0.0054,1.8307,1.8931,1.7659,2.1574,0.0064,3.9224,2.1342,36.098,0.0766,18.7763,595.5,2690,10248_1194B,Grainstone
342.6004,25.5601,11.1211,0.2955,1.8331,1.7782,0.0054,1.8401,1.8913,1.8027,2.1649,0.0073,3.9625,2.1786,35.8537,0.0967,19.2059,585.5,2780,10254_1194B,Grainstone
342.7528,26.9697,11.7174,0.3138,1.9167,1.9233,0.0054,1.8413,1.8792,1.8012,2.1645,0.0088,4.1288,2.1706,36.4356,0.0835,19.4281,557.5,2712,10260_1194B,Grainstone
342.9052,30.1951,14.2015,0.3644,2.4166,1.9681,0.0054,1.8402,1.86,1.7703,2.1635,0.0095,4.2987,2.1587,38.167,0.0273,19.1844,599.5,2660,10266_1194B,Grainstone
343.0576,33.1981,15.552,0.3861,2.7223,2.2032,0.0054,1.8351,1.8389,1.7385,2.1507,0.0097,4.3305,2.1539,37.5661,0.0903,19.1879,574.5,2778,10272_1194B,Grainstone
343.21,33.2971,15.495,0.3971,2.6396,2.2338,0.0054,1.8305,1.8229,1.713,2.1446,0.0103,4.1455,2.1435,37.8305,0.0806,19.9879,560,2770.5,10278_1194B,Grainstone
343.3624,30.7185,14.3183,0.3574,2.4949,2.0481,0.0054,1.8284,1.8162,1.6942,2.1392,0.0097,4.0496,2.1373,37.1272,0.0769,19.2426,557.1429,2721.5,10284_1194B,Grainstone
343.5148,28.8262,13.9539,0.3634,2.3427,1.8009,0.0054,1.8187,1.8182,1.7172,2.1464,0.0125,4.0414,2.1464,36.8805,0.1061,19.1069,588.5,2688,10290_1194B,Grainstone
343.6672,28.6996,14.4287,0.3886,2.3473,1.7425,0.0054,1.8152,1.8254,1.7229,2.1491,0.0137,4.1682,2.1491,37.471,0.113,18.9242,559.5,2736,10296_1194B,Grainstone
343.8196,28.7693,14.5533,0.4033,2.3009,1.7194,0.0054,1.8153,1.8327,1.7412,2.1463,0.0145,4.1434,2.1463,39.0807,0.0862,18.9143,600,2754.5,10302_1194B,Grainstone
343.972,30.1642,14.4219,0.4026,2.2629,1.9142,0.0054,1.8197,1.8371,1.7371,2.1433,0.0153,4.0734,2.1433,40.3587,0.0561,18.7789,571.4286,2728.5,10308_1194B,Grainstone
344.1244,30.206,14.882,0.4343,2.2253,1.854,0.0054,1.8317,1.8397,1.7413,2.143,0.016,4.0333,2.143,39.6421,0.0634,18.4651,595.5,2717.1428,10314_1194B,Grainstone
344.2768,32.3236,15.8576,0.4668,2.3471,2.0109,0.0054,1.8334,1.8427,1.7422,2.1458,0.017,3.931,2.1458,39.4365,0.0714,18.7333,582,2703.5,10320_1194B,Grainstone
344.4292,30.7943,14.7451,0.4502,2.0883,1.9159,0.0054,1.8405,1.8467,1.7609,2.1503,0.0182,3.9334,2.1503,38.3814,0.0323,19.271,574,2716,10326_1194B,Grainstone
344.5816,30.4478,13.9992,0.4337,1.9459,1.9962,0.0054,1.8452,1.851,1.7677,2.1528,0.0184,4.023,2.1528,37.4176,0.032,19.4899,587.4286,2727.5,10332_1194B,Grainstone
344.734,30.1652,14.2538,0.4628,1.8572,1.9678,0.0054,1.8453,1.8539,1.7688,2.1453,0.0151,4.1336,2.1453,36.4471,0.0613,19.3176,551,2693.5,10338_1194B,Grainstone
344.8864,30.1265,14.3274,0.4471,1.9724,1.9582,0.0054,1.8433,1.8528,1.7635,2.1435,0.0161,4.14,2.1435,36.1144,0.1121,20.2311,580.4445,2661.5,10344_1194B,Grainstone
345.0388,28.4187,13.1139,0.4079,1.8137,1.8843,0.0054,1.8351,1.8453,1.7514,2.133,0.0151,4.1167,2.133,36.5771,0.1052,20.1418,578.8571,2655.5,10350_1194B,Grainstone
345.1912,26.5203,12.3396,0.3758,1.7534,1.7376,0.0054,1.8279,1.8311,1.7515,2.1243,0.0137,4.0677,2.1243,36.8501,0.1761,20.0786,563,2628.5715,10356_1194B,Grainstone
345.3436,25.6893,11.832,0.3439,1.7777,1.6848,0.0054,1.817,1.8125,1.7369,2.1138,0.0141,4.1256,2.1138,36.258,0.291,19.4594,542,2686.5,10362_1194B,Grainstone
345.496,28.7987,12.5524,0.3724,1.8417,1.9915,0.0054,1.7951,1.7932,1.6974,2.1066,0.0156,4.1673,2.1066,35.6725,0.2943,19.3807,529.1429,2694,10368_1194B,Grainstone
345.6484,29.9824,12.6897,0.3605,1.9553,2.1518,0.0054,1.7848,1.7766,1.6588,2.0941,0.0124,4.3526,2.0941,36.774,0.2782,18.9726,564,2602,10374_1194B,Grainstone
345.8008,30.4297,11.6187,0.3315,1.7819,2.3826,0.0054,1.7765,1.7643,1.6414,2.0904,0.0089,4.4747,2.0731,37.3745,0.23,19.2919,576,2642,10380_1194B,Grainstone
345.9532,28.0108,10.4221,0.2727,1.7431,2.2105,0.0054,1.7559,1.7562,1.6057,2.0977,0.0091,4.5748,2.0884,37.2485,0.2428,18.5698,613.335,2631.3328,10386_1194B,Grainstone
346.1056,26.3237,9.6071,0.2419,1.6622,2.1152,0.0054,1.7333,1.7484,1.597,2.1149,0.0099,4.5813,2.1415,37.5063,0.19,18.1419,593.895,2653.3274,10392_1194B,Grainstone
346.258,25.4856,9.2015,0.2377,1.5567,2.0647,0.0054,1.7148,1.7371,1.612,2.1288,0.0095,4.6342,2.1327,36.6884,0.2071,17.9277,590.9986,2665.7124,10398_1194B,Grainstone
346.4104,25.6255,8.9452,0.2297,1.5219,2.115,0.0054,1.7018,1.7187,1.6277,2.1382,0.0095,4.5704,2.124,37.5389,0.1866,18.0067,589.3902,2694.6335,10404_1194B,Grainstone
346.5628,27.2234,9.0463,0.2431,1.4755,2.3079,0.0054,1.6919,1.6924,1.626,2.1432,0.0119,4.4805,2.1346,39.234,0.1711,17.9619,594.275,2686.177,10410_1194B,Grainstone
346.7152,29.0067,9.3394,0.2685,1.4207,2.5096,0.0054,1.6877,1.6624,1.6071,2.1407,0.0157,4.3877,2.1407,40.4064,0.1794,18.0555,584.3474,2665.5601,10416_1194B,Grainstone
346.8676,29.4282,9.2796,0.2623,1.4381,2.6038,0.0054,1.6935,1.6374,1.5682,2.1284,0.0169,4.2385,2.1284,41.0858,0.175,18.8868,550.5466,2697.6667,10422_1194B,Grainstone
347.02,29.6118,8.8307,0.2431,1.4069,2.7403,0.0054,1.7031,1.6275,1.5018,2.1128,0.0143,4.2258,2.1128,40.9273,0.2252,19.8563,571.8327,2691.3911,10428_1194B,Grainstone
347.1724,27.4771,7.9368,0.222,1.2437,2.6181,0.0054,1.7058,1.6404,1.5357,2.1054,0.0151,4.2925,2.1054,40.4369,0.2382,20.4507,586.5,2642.5,10434_1194B,Grainstone
347.3248,25.7251,8.3301,0.2244,1.3556,2.291,0.0054,1.716,1.6838,1.623,2.1219,0.0213,4.5135,2.1219,37.7894,0.2802,20.3627,592.5,2678,10440_1194B,Grainstone
347.4772,23.6776,8.3914,0.2092,1.4642,2.0141,0.0054,1.7434,1.7435,1.6652,2.1398,0.0246,4.6723,2.1398,36.1367,0.3095,19.6158,596,2662.5,10446_1194B,Grainstone
347.6296,22.6448,7.8809,0.1965,1.3748,1.9355,0.0054,1.7596,1.7992,1.6989,2.153,0.0236,4.5169,2.153,36.4559,0.3135,19.0787,600.5714,2661.1428,10452_1194B,Grainstone
347.782,22.2826,7.5008,0.2187,1.123,1.9203,0.0054,1.7744,1.8341,1.7543,2.1569,0.0227,4.4898,2.1569,37.3761,0.26,18.7368,599,2722,10458_1194B,Grainstone
350.3728,26.5155,9.3967,0.3013,1.247,2.1503,0.0054,1.814,1.8229,1.7098,2.14,0.0051,4.0174,2.1273,34.9019,0.283,18.7983,602.8571,2690.8572,10560_1194B,Grainstone
350.5252,27.3681,9.8679,0.3057,1.3723,2.2364,0.0054,1.8147,1.828,1.7168,2.1487,0.0079,4.1491,2.1691,36.156,0.2392,18.1799,544.5,2696,10566_1194B,Grainstone
350.6776,29.703,9.7994,0.3034,1.3637,2.5531,0.0054,1.8113,1.8302,1.7159,2.1432,0.0082,4.2179,2.145,36.5756,0.2369,18.534,603.5,2698,10572_1194B,Grainstone
350.83,34.2606,12.3745,0.3754,1.7676,2.763,0.0054,1.8073,1.8288,1.7078,2.1355,0.0078,4.1768,2.1251,37.8937,0.2752,18.6362,588,2700,10578_1194B,Grainstone
350.9824,34.9544,12.1135,0.374,1.692,2.8582,0.0054,1.8032,1.8241,1.6995,2.1284,0.008,4.035,2.115,36.316,0.3546,18.3395,579.5,2672.5,10584_1194B,Grainstone
351.1348,31.6246,11.6975,0.3505,1.6962,2.4541,0.0054,1.7933,1.8165,1.6936,2.1289,0.0081,4.0057,2.1335,36.8021,0.2432,18.3875,588,2664,10590_1194B,Grainstone
351.2872,28.9103,11.0929,0.3153,1.7088,2.1831,0.0054,1.7818,1.8056,1.6896,2.1304,0.0088,4.1156,2.1277,34.6785,0.2542,18.7115,547,2646.5,10596_1194B,Grainstone
351.4396,28.1892,9.9325,0.2959,1.4504,2.2694,-999.25,1.7713,1.7907,1.6846,2.1286,0.0079,4.1264,2.1406,36.361,0.2079,18.4825,559,2681.5,10602_1194B,Grainstone
351.592,29.4452,9.8559,0.3096,1.3457,2.4316,-999.25,1.7565,1.7722,1.6617,2.1251,0.0077,3.9855,2.134,37.1178,0.1526,18.3984,565.7143,2595.4285,10608_1194B,Grainstone
351.7444,30.001,9.2404,0.2846,1.295,2.5792,-999.25,1.7479,1.7526,1.6243,2.1233,0.0084,3.9629,2.1188,38.3489,0.1321,18.2478,572.5,2694.5,10614_1194B,Grainstone
351.8968,31.1743,10.429,0.3088,1.5344,2.6046,-999.25,1.7388,1.7356,1.5933,2.1171,0.0089,3.9965,2.1171,37.7352,0.166,18.8435,578,2625,10620_1194B,Grainstone
352.0492,33.6274,10.9602,0.3273,1.5958,2.8301,-999.25,1.7256,1.7236,1.5913,2.1121,0.0102,4.3037,2.1121,38.1557,0.2104,18.4997,573.5,2692.5,10626_1194B,Grainstone
352.2016,34.9,10.5829,0.3407,1.3967,3.0351,-999.25,1.7204,1.7167,1.6156,2.1032,0.0095,4.312,2.1032,38.4889,0.2068,18.7128,606.2857,2681.5,10632_1194B,Grainstone
352.354,34.9648,10.7715,0.3419,1.4501,2.9983,-999.25,1.7199,1.7137,1.6182,2.1077,0.0109,4.5043,2.1077,38.9516,0.1977,18.9131,568,2676.5715,10638_1194B,Grainstone
352.5064,31.7326,8.8154,0.3001,1.0681,2.8514,-999.25,1.7275,1.7142,1.5792,2.113,0.0129,4.3502,2.113,37.9195,0.1459,19.1336,593.5,2684,10644_1194B,Grainstone
352.6588,29.9691,8.2376,0.253,1.1586,2.7436,-999.25,1.7375,1.7195,1.5736,2.1227,0.014,4.4047,2.1227,37.859,0.1422,18.7463,563.4286,2626.2856,10650_1194B,Grainstone
352.8112,27.9597,7.9333,0.2359,1.1615,2.5341,-999.25,1.7415,1.7313,1.6002,2.1265,0.0129,4.273,2.1265,36.4225,0.1821,18.6924,569,2640.5,10656_1194B,Grainstone
352.9636,27.5089,7.7376,0.2478,1.0288,2.5137,-999.25,1.7529,1.7489,1.6651,2.1313,0.0117,4.2788,2.1315,35.583,0.2231,18.6344,562.8571,2656,10662_1194B,Grainstone
353.116,27.7597,9.0515,0.2926,1.1876,2.3633,-999.25,1.7692,1.7685,1.6842,2.1329,0.0084,4.2331,2.101,35.8388,0.2381,18.566,559,2611.5,10668_1194B,Grainstone
353.2684,27.5806,9.0886,0.2949,1.1862,2.3253,-999.25,1.7758,1.7854,1.6853,2.1373,0.007,4.2603,2.1491,35.6663,0.297,18.7379,594.5,2712,10674_1194B,Grainstone
353.4208,27.2695,10.3551,0.3396,1.33,2.1268,-999.25,1.7795,1.7967,1.6968,2.1376,0.0083,4.2075,2.1855,36.6393,0.3269,19.1619,607.5,2734,10680_1194B,Grainstone
353.5732,26.3238,9.1116,0.3139,1.0821,2.1317,-999.25,1.7878,1.8023,1.6957,2.1281,0.0057,4.1605,2.1433,37.5455,0.2546,19.6557,547,2687.5,10686_1194B,Grainstone
359.974,29.3291,12.4347,0.3872,1.7181,2.1747,-999.25,1.8748,1.874,1.7965,2.1839,0.0136,4.4345,2.1846,30.1515,0.5279,17.0963,598.2703,2668.4805,10938_1194B,Grainstone
360.1264,30.8215,13.2391,0.4049,1.8722,2.2211,-999.25,1.8713,1.8653,1.7753,2.1786,0.0118,4.3581,2.1736,31.2464,0.4466,17.561,584.3871,2668.917,10944_1194B,Grainstone
360.2788,32.4075,14.2576,0.4298,2.053,2.2802,-999.25,1.8661,1.8558,1.7576,2.1732,0.01,4.2323,2.1659,32.8073,0.3391,18.1874,593.8547,2680.001,10950_1194B,Grainstone
360.4312,32.7654,14.6563,0.4454,2.0892,2.2985,-999.25,1.8607,1.8474,1.7551,2.1699,0.0091,4.1339,2.1748,32.8042,0.3051,18.6485,589.5771,2701.2856,10956_1194B,Grainstone
360.5836,31.3264,13.8959,0.4138,2.0309,2.2041,-999.25,1.8574,1.841,1.755,2.1704,0.009,4.087,2.1803,33.8383,0.2656,19.0515,558.0883,2769.5544,10962_1194B,Grainstone
360.736,30.2623,13.3976,0.4113,1.8855,2.1036,-999.25,1.8547,1.8365,1.7549,2.1708,0.0089,4.178,2.1712,34.4131,0.2046,19.6675,615,2633.5,10968_1194B,Grainstone
360.8884,30.0966,12.6154,0.396,1.7243,2.1397,-999.25,1.8464,1.8339,1.7564,2.1668,0.0095,4.2123,2.1682,35.4205,0.1544,19.4561,595.5,2724.5715,10974_1194B,Grainstone
361.0408,29.7391,12.2114,0.3607,1.8016,2.1173,-999.25,1.8398,1.8328,1.7563,2.1632,0.01,4.239,2.1574,34.8978,0.1936,18.9476,593,2645.5,10980_1194B,Grainstone
361.1932,29.9723,12.1555,0.3668,1.7483,2.1451,-999.25,1.8374,1.8317,1.7553,2.1635,0.0103,4.1568,2.1541,35.5442,0.1946,18.8511,590.8571,2726.5,10986_1194B,Grainstone
361.3456,29.516,11.1143,0.3301,1.6296,2.232,-999.25,1.8343,1.8284,1.7467,2.1667,0.0132,4.1754,2.1709,34.423,0.2215,19.1914,578,2639.5,10992_1194B,Grainstone
361.498,30.5113,10.5946,0.313,1.5629,2.411,-999.25,1.8293,1.8221,1.744,2.1723,0.0157,4.2482,2.1771,34.2867,0.2413,18.4499,556,2660,10998_1194B,Grainstone
361.6504,31.4584,10.2819,0.3104,1.4779,2.6026,-999.25,1.8278,1.8142,1.7421,2.1672,0.013,4.281,2.159,32.7395,0.3221,18.5108,576.5,2635,11004_1194B,Grainstone
361.8028,32.626,10.2594,0.3352,1.3257,2.7366,-999.25,1.8278,1.8085,1.7167,2.1636,0.0117,4.5266,2.1617,34.3091,0.3371,18.3851,596,2708.5715,11010_1194B,Grainstone
361.9552,34.2281,10.7009,0.3403,1.4375,2.9473,-999.25,1.831,1.8086,1.7037,2.1593,0.0106,4.6695,2.1678,35.0007,0.3069,18.2368,600,2676,11016_1194B,Grainstone
362.1076,34.9456,10.8325,0.3518,1.4118,2.9836,-999.25,1.833,1.8149,1.7062,2.1554,0.0085,4.892,2.1365,35.3625,0.3127,17.8672,596,2684.5,11022_1194B,Grainstone
362.26,34.0313,10.6392,0.3685,1.2524,2.8712,-999.25,1.8342,1.8251,1.7204,2.1537,0.0078,4.7926,2.1713,35.2963,0.3216,18.3513,612.5714,2657.5,11028_1194B,Grainstone
362.4124,31.5086,9.407,0.3284,1.0921,2.7356,-999.25,1.8378,1.8358,1.7824,2.1536,0.0082,4.6556,2.1607,35.4793,0.2804,18.7395,596.5,2669.1428,11034_1194B,Grainstone
362.5648,29.1336,9.4121,0.3097,1.2032,2.4567,-999.25,1.8432,1.8436,1.8012,2.1615,0.0091,4.7843,2.1422,36.3793,0.219,19.0069,565,2622.2222,11040_1194B,Grainstone
362.7172,27.5549,9.647,0.319,1.2244,2.2993,-999.25,1.8458,1.8469,1.8018,2.1743,0.0131,4.734,2.1753,34.8702,0.2414,19.2381,588,2727,11046_1194B,Grainstone
362.8696,27.0156,9.5981,0.3036,1.2987,2.2572,-999.25,1.852,1.8463,1.7756,2.1814,0.0127,4.6231,2.184,35.2623,0.1836,19.4395,553,2653.1428,11052_1194B,Grainstone
363.022,27.9895,10.8107,0.3416,1.4649,2.1817,-999.25,1.8566,1.8442,1.759,2.1776,0.0113,4.5095,2.1658,35.5981,0.1791,18.769,568,2672.5,11058_1194B,Grainstone
363.1744,28.189,11.4801,0.3539,1.607,2.13,-999.25,1.8578,1.8427,1.7587,2.1705,0.0092,4.5656,2.1897,35.4952,0.2036,18.5355,590,2661,11064_1194B,Grainstone
363.3268,29.0802,12.817,0.3921,1.8119,2.0948,-999.25,1.858,1.8436,1.7588,2.1667,0.0071,4.6362,2.1596,35.1905,0.1986,18.2759,603.6132,2651.9946,11070_1194B,Grainstone
363.4792,29.0189,12.5936,0.3624,1.9141,2.159,-999.25,1.8546,1.8457,1.7666,2.1725,0.0069,4.5156,2.165,32.8751,0.3111,17.3963,591.4488,2709.0068,11076_1194B,Grainstone
363.6316,29.5214,12.6042,0.369,1.8787,2.2093,-999.25,1.853,1.8459,1.7742,2.185,0.0094,4.5289,2.1944,31.743,0.392,17.7553,600.4658,2690.1343,11082_1194B,Grainstone
363.784,29.1859,12.2323,0.3422,1.9166,2.2272,-999.25,1.8526,1.8424,1.77,2.1876,0.0108,4.506,2.2026,33.1033,0.3589,18.2916,587.5822,2649.9685,11088_1194B,Grainstone
363.9364,27.7612,12.6612,0.3424,2.0526,2.0147,-999.25,1.8512,1.8362,1.7598,2.1792,0.011,4.3688,2.179,33.109,0.4565,18.1891,578.9245,2661.0134,11094_1194B,Grainstone
364.0888,25.195,12.0323,0.3198,1.9832,1.773,-999.25,1.8495,1.8306,1.7558,2.1722,0.0119,4.3037,2.1628,32.7173,0.5202,18.7846,570.5055,2670.4353,11100_1194B,Grainstone
364.2412,24.7387,11.4717,0.3018,1.9092,1.7388,-999.25,1.848,1.8287,1.7533,2.1742,0.0163,4.2797,2.1742,35.2284,0.4121,19.3017,602.2857,2654.8572,11106_1194B,Grainstone
364.3936,24.9907,11.5824,0.3269,1.7976,1.772,-999.25,1.8456,1.8301,1.7528,2.172,0.0164,4.2974,2.172,31.2353,0.6264,18.3682,599.2765,2657.1633,11112_1194B,Grainstone
364.546,25.3835,12.0258,0.3341,1.8975,1.8258,-999.25,1.8407,1.8319,1.7568,2.1727,0.018,4.0438,2.1727,31.4373,0.577,18.9821,578.9474,2672.2217,11118_1194B,Grainstone
364.6984,25.071,12.7805,0.3687,1.9371,1.6736,-999.25,1.838,1.8321,1.7555,2.1722,0.0181,4.1016,2.1722,31.0979,0.577,18.7429,606.6713,2659.4587,11124_1194B,Grainstone
364.8508,25.3161,13.0718,0.3704,2.0206,1.6951,-999.25,1.8378,1.8309,1.7414,2.1729,0.0214,4.0282,2.1729,33.0488,0.5624,18.6897,567.5441,2644.2786,11130_1194B,Grainstone
